"","dist","sex","id","road_residence_count","powerline_residence_count","move"
"1545",0,"female","28",1,0,0
"1554",0,"female","28",1,0,0
"1457",4.47213595499958,"female","28",1,0,1
"1531",0,"female","28",1,0,0
"1453",3.20156211871642,"female","28",1,0,1
"1452",0,"female","28",1,0,0
"1484",0,"female","28",1,0,0
"1515",0,"female","28",1,0,0
"1508",0,"female","28",1,0,0
"1487",0,"female","28",1,0,0
"1450",0,"female","28",1,0,0
"1491",0,"female","28",1,0,0
"1460",0,"female","28",1,0,0
"1503",0,"female","28",1,0,0
"1481",0,"female","28",1,0,0
"1468",0,"female","28",1,0,0
"1505",0,"female","28",1,0,0
"1442",0,"female","28",1,0,0
"1528",0,"female","28",1,0,0
"1537",1,"female","28",1,0,1
"1482",0,"female","28",1,0,0
"1492",0,"female","28",1,0,0
"1538",0,"female","28",1,0,0
"1475",0,"female","28",1,0,0
"1451",0,"female","28",1,0,0
"1523",11.6726175299288,"female","28",1,0,1
"1446",6.08276253029822,"female","28",1,0,1
"1464",18.3847763108502,"female","28",1,0,1
"1459",0,"female","28",1,0,0
"1500",0,"female","28",1,0,0
"1533",0,"female","28",1,0,0
"1514",0,"female","28",1,0,0
"1517",0,"female","28",1,0,0
"1555",0,"female","28",1,0,0
"1485",3.16227766016838,"female","28",1,0,1
"1448",0,"female","28",1,0,0
"1499",24.9899979991996,"female","28",1,0,1
"1542",14.3003496460751,"female","28",1,0,1
"1493",7.5,"female","28",0,0,1
"1511",27.1661554144122,"female","28",1,0,1
"1551",18.0623918681884,"female","28",1,0,1
"1454",20.1121853611188,"female","28",1,0,1
"1512",25.831182706179,"female","28",0,0,1
"1518",0,"female","28",0,0,0
"1496",12.5299640861417,"female","28",0,0,1
"1445",19.9123077517399,"female","28",0,0,1
"1509",0,"female","28",0,0,0
"1521",18.580904176062,"female","28",0,0,1
"1433",37.4065502285362,"female","28",0,0,1
"1449",0,"female","28",0,0,0
"1520",0,"female","28",0,0,0
"1483",0,"female","28",0,0,0
"1463",0,"female","28",0,0,0
"1557",0,"female","28",0,0,0
"1465",0,"female","28",0,0,0
"1546",0,"female","28",0,0,0
"1536",0,"female","28",0,0,0
"1476",20.6155281280883,"female","28",0,0,1
"1519",25.831182706179,"female","28",0,0,1
"1470",0,"female","28",1,0,0
"1455",46.0977222864644,"female","28",1,0,1
"1548",6.9462219947249,"female","28",0,0,1
"1478",0,"female","28",1,0,0
"1480",0,"female","28",1,0,0
"1539",7.0178344238091,"female","28",1,0,1
"1527",0,"female","28",1,0,0
"1462",0,"female","28",1,0,0
"1479",12.0933866224478,"female","28",1,0,1
"1540",29.8202951024969,"female","28",0,0,1
"1526",71.0017605415528,"female","28",0,0,1
"1543",0,"female","28",1,0,0
"1507",0,"female","28",1,0,0
"1435",0,"female","28",1,0,0
"1447",67.79564882793,"female","28",1,0,1
"1474",0,"female","28",0,0,0
"1549",131.614968753558,"female","28",0,0,1
"1547",191.366141205805,"female","28",0,0,1
"1486",0,"female","28",1,0,0
"1529",27.7713881539976,"female","28",1,0,1
"1490",0,"female","28",0,0,0
"1550",0,"female","28",0,0,0
"1525",6.51920240520265,"female","28",0,0,1
"1471",0,"female","28",1,0,0
"1461",0,"female","28",1,0,0
"1534",0,"female","28",1,0,0
"1441",22.6550215184184,"female","28",1,0,1
"1444",0,"female","28",1,0,0
"1516",0,"female","28",1,0,0
"1544",0,"female","28",1,0,0
"1443",0,"female","28",1,0,0
"1439",0,"female","28",1,0,0
"1440",0,"female","28",1,0,0
"1502",0,"female","28",1,0,0
"1437",0,"female","28",1,0,0
"1535",0,"female","28",1,0,0
"1498",6.67083203206317,"female","28",1,0,1
"1501",27.7218325512582,"female","28",0,0,1
"1477",0,"female","28",0,0,0
"1467",9.96242942258564,"female","28",0,0,1
"1472",0,"female","28",0,0,0
"1473",0,"female","28",0,0,0
"1532",0,"female","28",0,0,0
"1494",10.3077640640442,"female","28",0,0,1
"1553",54.7014625033006,"female","28",0,0,1
"1552",0,"female","28",0,0,0
"1530",0,"female","28",0,0,0
"1506",0,"female","28",0,0,0
"1556",5.02493781056044,"female","28",0,0,1
"1497",0,"female","28",0,0,0
"1541",85.9142013871979,"female","28",0,0,1
"1504",3.64005494464026,"female","28",1,0,1
"1495",0,"female","28",1,0,0
"1510",0,"female","28",1,0,0
"1513",0,"female","28",1,0,0
"1489",0,"female","28",1,0,0
"1466",0,"female","28",1,0,0
"1522",0,"female","28",1,0,0
"1469",0,"female","28",1,0,0
"1559",1.5,"male","29",0,0,1
"1613",0,"male","29",0,0,0
"1683",0,"male","29",0,0,0
"1621",1.5,"male","29",0,0,1
"1666",0,"male","29",0,0,0
"1578",0,"male","29",0,0,0
"1636",1.5,"male","29",0,0,1
"1670",1.5,"male","29",0,0,1
"1646",28.969811873742,"male","29",0,0,1
"1652",51.6768807108169,"male","29",0,0,1
"1657",0,"male","29",0,1,0
"1592",0,"male","29",0,1,0
"1583",3.5,"male","29",0,1,1
"1615",3.5,"male","29",0,1,1
"1594",2.69258240356725,"male","29",0,1,1
"1601",22.0510770711999,"male","29",0,1,1
"1697",32.1442063208909,"male","29",0,1,1
"1569",6.70820393249937,"male","29",0,0,1
"1586",0,"male","29",0,0,0
"1618",0,"male","29",0,0,0
"1662",0,"male","29",0,0,0
"1669",0,"male","29",0,0,0
"1698",0,"male","29",0,0,0
"1701",0,"male","29",0,0,0
"1682",0,"male","29",0,0,0
"1649",7.90569415042095,"male","29",0,0,1
"1691",7.90569415042095,"male","29",0,0,1
"1658",10.5,"male","29",0,0,1
"1693",0,"male","29",0,0,0
"1630",1.5,"male","29",0,0,1
"1634",0,"male","29",0,0,0
"1679",6.51920240520265,"male","29",0,0,1
"1644",0,"male","29",0,0,0
"1650",0,"male","29",0,0,0
"1654",0,"male","29",0,0,0
"1687",0,"male","29",0,0,0
"1582",0,"male","29",0,0,0
"1667",0,"male","29",0,0,0
"1631",0,"male","29",0,0,0
"1558",4.27200187265877,"male","29",0,0,1
"1561",4.27200187265877,"male","29",0,0,1
"1571",11.1803398874989,"male","29",0,0,1
"1645",6.40312423743285,"male","29",0,0,1
"1607",36.4588809482683,"male","29",0,0,1
"1692",0,"male","29",0,1,0
"1619",13.2003787824441,"male","29",0,1,1
"1681",14.142135623731,"male","29",0,0,1
"1690",103.817146945965,"male","29",1,0,1
"1685",116.052789712268,"male","29",0,0,1
"1588",26.0048072478917,"male","29",0,0,1
"1568",2.5,"male","29",0,0,1
"1572",15.6923548264752,"male","29",0,0,1
"1703",106.109613136605,"male","29",0,0,1
"1599",2.5,"male","29",0,0,1
"1565",8.94427190999916,"male","29",0,0,1
"1673",4.03112887414927,"male","29",0,0,1
"1675",0,"male","29",0,0,0
"1573",0,"male","29",0,0,0
"1562",0,"male","29",0,0,0
"1617",33.0605505096331,"male","29",0,0,1
"1689",100.131163980052,"male","29",0,0,1
"1624",17.8885438199983,"male","29",1,0,1
"1665",0,"male","29",1,0,0
"1671",82.96083413274,"male","29",1,0,1
"1632",202.959355537014,"male","29",1,0,1
"1637",8.48528137423857,"male","29",0,0,1
"1639",0,"male","29",0,0,0
"1680",0,"male","29",0,0,0
"1643",14.8660687473185,"male","29",0,0,1
"1672",75.538069872085,"male","29",0,0,1
"1611",12.8062484748657,"male","29",0,0,1
"1585",5.3851648071345,"male","29",0,0,1
"1696",45.6179789118282,"male","29",0,0,1
"1688",24.2538656712698,"male","29",0,0,1
"1580",123.451407444387,"male","29",0,0,1
"1702",0,"male","29",0,0,0
"1626",0,"male","29",0,0,0
"1575",92.5418824100742,"male","29",0,0,1
"1566",85.1777553120532,"male","29",0,0,1
"1595",139.790021103082,"male","29",0,0,1
"1684",138.471116121739,"male","29",0,0,1
"1598",90.0347155268455,"male","29",0,0,1
"1567",0,"male","29",0,0,0
"1577",81.5245361838999,"male","29",0,0,1
"1610",0,"male","29",0,0,0
"1560",5.85234995535981,"male","29",0,0,1
"1616",49.623583103198,"male","29",0,0,1
"1620",2,"male","29",0,0,1
"1623",48.8697247792537,"male","29",0,0,1
"1694",179.123560706011,"male","29",0,0,1
"1564",38.4219989068763,"male","29",1,0,1
"1604",0,"male","29",0,0,0
"1593",0,"male","29",0,0,0
"1596",13.8293166859393,"male","29",0,0,1
"1576",24.5203996704785,"male","29",0,0,1
"1603",19.9060292373944,"male","29",0,0,1
"1606",7.56637297521078,"male","29",0,0,1
"1608",26.0432332862108,"male","29",0,0,1
"1570",10.770329614269,"male","29",0,0,1
"1614",12.7769323391806,"male","29",0,0,1
"1695",12.747548783982,"male","29",0,0,1
"1660",75.9160720796328,"male","29",0,0,1
"1651",0,"male","29",0,0,0
"1668",66.0018939122204,"male","29",0,0,1
"1628",0,"male","29",0,0,0
"1633",0,"male","29",0,0,0
"1635",0,"male","29",0,0,0
"1638",0,"male","29",0,0,0
"1600",0,"male","29",0,0,0
"1602",37.7524833620253,"male","29",0,0,1
"1609",16.1012421881046,"male","29",0,0,1
"1653",2.12132034355964,"male","29",0,0,1
"1563",12.619429464124,"male","29",0,0,1
"1655",9.48683298050514,"male","29",0,0,1
"1591",6.67083203206317,"male","29",0,0,1
"1661",8.55862138431185,"male","29",0,0,1
"1663",0,"male","29",0,0,0
"1584",7.43303437365925,"male","29",0,0,1
"1587",99.8761733347849,"male","29",0,0,1
"1589",145,"male","29",0,0,1
"1605",28.8487434735033,"male","29",0,0,1
"1674",7.0178344238091,"male","29",0,0,1
"1678",25.8118189982806,"male","29",0,0,1
"1641",30.6471858414439,"male","29",0,0,1
"1642",13.8924439894498,"male","29",0,1,1
"1686",43.9004555785017,"male","29",0,0,1
"1579",30.004166377355,"male","29",0,0,1
"1648",0,"male","29",0,0,0
"1677",10.7935165724615,"male","29",0,0,1
"1612",55.1951084789223,"male","29",0,0,1
"1574",7.15891053163818,"male","29",0,0,1
"1581",0,"male","29",0,1,0
"1700",12.0208152801713,"male","29",0,1,1
"1622",13.8924439894498,"male","29",0,0,1
"1625",0,"male","29",0,1,0
"1627",24.6981780704569,"male","29",0,1,1
"1629",27.7848879788996,"male","29",1,0,1
"1590",37.4065502285362,"male","29",0,1,1
"1659",0,"male","29",0,0,0
"1699",0,"male","29",0,0,0
"1664",0,"male","29",0,0,0
"1597",0,"male","29",0,0,0
"1361",0,"male","27",0,0,0
"1377",0,"male","27",0,0,0
"1414",0,"male","27",0,0,0
"1242",0,"male","27",0,0,0
"1325",0,"male","27",0,0,0
"1245",0,"male","27",0,0,0
"1171",0,"male","27",0,0,0
"1287",0,"male","27",0,0,0
"1249",0,"male","27",0,0,0
"1431",0,"male","27",0,0,0
"1425",0,"male","27",0,0,0
"1375",0,"male","27",0,0,0
"1254",0,"male","27",0,0,0
"1401",0,"male","27",0,0,0
"1256",0,"male","27",0,0,0
"1420",0,"male","27",0,0,0
"1258",18.4390889145858,"male","27",0,0,1
"1432",0,"male","27",0,0,0
"1260",0,"male","27",0,0,0
"1421",0,"male","27",0,0,0
"1263",0,"male","27",0,0,0
"1266",0,"male","27",0,0,0
"1268",0,"male","27",0,0,0
"1189",0,"male","27",0,0,0
"1272",0,"male","27",0,0,0
"1274",0,"male","27",0,0,0
"1358",27.5544914669097,"male","27",0,0,1
"1238",0,"male","27",0,0,0
"1199",0,"male","27",0,0,0
"1391",0,"male","27",0,0,0
"1326",0,"male","27",0,0,0
"1286",0,"male","27",0,0,0
"1288",0,"male","27",0,0,0
"1250",0,"male","27",0,0,0
"1413",0,"male","27",0,0,0
"1296",0,"male","27",0,0,0
"1180",0,"male","27",0,0,0
"1300",0,"male","27",0,0,0
"1423",0,"male","27",0,0,0
"1303",0,"male","27",0,0,0
"1305",0,"male","27",0,0,0
"1307",8.5146931829632,"male","27",0,0,1
"1393",11.1803398874989,"male","27",0,0,1
"1312",0,"male","27",0,0,0
"1210",0,"male","27",0,0,0
"1206",0,"male","27",0,0,0
"1400",49.3963561409139,"male","27",0,0,1
"1399",32.5,"male","27",0,1,1
"1416",23.4360832905159,"male","27",0,0,1
"1322",0,"male","27",0,0,0
"1390",3.16227766016838,"male","27",0,0,1
"1376",9.3407708461347,"male","27",0,0,1
"1378",0,"male","27",0,0,0
"1204",0,"male","27",0,0,0
"1408",0,"male","27",0,0,0
"1259",15.5322245670091,"male","27",0,0,1
"1328",16.6207701385947,"male","27",0,0,1
"1382",0,"male","27",0,0,0
"1384",6,"male","27",0,0,1
"1290",0,"male","27",0,0,0
"1428",11.4017542509914,"male","27",0,0,1
"1334",0,"male","27",0,0,0
"1216",0,"male","27",0,0,0
"1338",24.0416305603426,"male","27",0,0,1
"1387",0.901387818865997,"male","27",0,0,1
"1218",0.901387818865997,"male","27",0,0,1
"1341",30.2200264725232,"male","27",0,0,1
"1344",0,"male","27",0,0,0
"1225",6.80073525436772,"male","27",0,0,1
"1347",153.294650917767,"male","27",0,0,1
"1310",11.1018016555873,"male","27",0,0,1
"1353",11.1018016555873,"male","27",0,0,1
"1348",0,"male","27",0,0,0
"1229",0,"male","27",0,0,0
"1395",0,"male","27",0,0,0
"1394",93.2362590412121,"male","27",0,0,1
"1313",178.000702245806,"male","27",0,0,1
"1430",4.27200187265877,"male","27",0,0,1
"1396",0,"male","27",0,0,0
"1359",37.8582883923719,"male","27",0,0,1
"1233",0,"male","27",1,0,0
"1280",0,"male","27",1,0,0
"1356",26.1772802254168,"male","27",1,0,1
"1319",15.2315462117278,"male","27",0,1,1
"1402",21.4009345590327,"male","27",0,0,1
"1283",2.69258240356725,"male","27",1,0,1
"1427",19.9060292373944,"male","27",1,0,1
"1368",18.0277563773199,"male","27",0,0,1
"1301",91.1660572801084,"male","27",1,0,1
"1331",6.80073525436772,"male","27",0,0,1
"1406",6.80073525436772,"male","27",0,0,1
"1412",49.2468273089749,"male","27",0,0,1
"1409",0,"male","27",0,0,0
"1294",0,"male","27",0,0,0
"1364",9.4339811320566,"male","27",0,0,1
"1362",33.6340601176843,"male","27",0,0,1
"1716",26.5188612123522,"female","35",0,0,1
"1749",0,"female","35",0,0,0
"1709",0,"female","35",0,0,0
"1711",0,"female","35",0,0,0
"1712",0,"female","35",0,0,0
"1756",0,"female","35",0,0,0
"1758",2.23606797749979,"female","35",0,0,1
"1760",2.23606797749979,"female","35",0,0,1
"1720",0,"female","35",0,0,0
"1764",0,"female","35",0,0,0
"1766",0,"female","35",0,0,0
"1768",0,"female","35",0,0,0
"1715",0,"female","35",0,0,0
"1772",0,"female","35",0,0,0
"1774",2.23606797749979,"female","35",0,0,1
"1777",0,"female","35",0,0,0
"1710",11.5433963806152,"female","35",0,1,1
"1706",28.9006920332369,"female","35",0,0,1
"1742",42.2403835209862,"female","35",0,0,1
"1786",0,"female","35",0,0,0
"1721",38.2426463519459,"female","35",0,0,1
"1704",49.6613531833356,"female","35",0,1,1
"1738",0,"female","35",0,1,0
"1713",24.1298570240273,"female","35",0,1,1
"1735",14.9164338901763,"female","35",0,1,1
"1717",16.0312195418814,"female","35",0,0,1
"1732",6.67083203206317,"female","35",0,1,1
"1776",36.1247837363769,"female","35",0,1,1
"1722",35.4189214968497,"female","35",0,0,1
"1736",59.6196276405682,"female","35",0,1,1
"1726",0,"female","35",0,0,0
"1737",0,"female","35",0,0,0
"1739",35.7945526581909,"female","35",0,0,1
"1781",1.58113883008419,"female","35",0,0,1
"1705",0,"female","35",0,0,0
"1729",0,"female","35",0,0,0
"1743",0,"female","35",0,0,0
"1707",0,"female","35",0,0,0
"1746",0,"female","35",0,0,0
"1747",0,"female","35",0,0,0
"1714",4,"female","35",0,0,1
"1708",38.1083980245825,"female","35",0,0,1
"1718",46.7038542306735,"female","35",0,1,1
"1725",76.8195938546931,"female","35",0,1,1
"1741",27.2855272992845,"female","35",0,0,1
"1750",8.13941029804985,"female","35",0,1,1
"1744",3.64005494464026,"female","35",0,1,1
"1719",8.07774721070176,"female","35",0,1,1
"1748",4.24264068711928,"female","35",0,0,1
"1723",35.9026461420325,"female","35",0,1,1
"1752",13,"female","35",0,0,1
"1754",7.61577310586391,"female","35",0,0,1
"1755",47.4236228055175,"female","35",0,0,1
"1751",0,"female","35",0,0,0
"1753",31.0644491340181,"female","35",0,0,1
"1757",11.0679718105893,"female","35",1,0,1
"1728",11.0679718105893,"female","35",0,0,1
"1762",20.591260281974,"female","35",1,0,1
"1761",28.5350661467605,"female","35",1,0,1
"1759",21.2602916254693,"female","35",0,0,1
"1765",8.13941029804985,"female","35",0,1,1
"1734",0,"female","35",0,1,0
"1763",12.0415945787923,"female","35",0,1,1
"1767",37.7259857392753,"female","35",0,0,1
"1770",25.7730479377197,"female","35",0,0,1
"1771",0,"female","35",0,0,0
"1773",4.12310562561766,"female","35",0,0,1
"1775",0,"female","35",0,0,0
"1724",11.5108644332213,"female","35",0,0,1
"1778",0,"female","35",0,0,0
"1780",2.23606797749979,"female","35",0,0,1
"1782",0,"female","35",0,0,0
"1740",0,"female","35",0,0,0
"1783",0,"female","35",0,0,0
"1769",0,"female","35",0,0,0
"1730",0,"female","35",0,0,0
"1784",58.148516748065,"female","35",0,0,1
"1731",0,"female","35",0,1,0
"1745",3.64005494464026,"female","35",0,1,1
"1785",3.64005494464026,"female","35",0,1,1
"1733",0,"female","35",0,1,0
"1787",2.5,"female","35",0,1,1
"1788",11.6619037896906,"female","35",0,1,1
"1789",10.4403065089106,"female","35",0,0,1
"1790",12.5399362039845,"female","35",0,0,1
"1854",0,"female","35",0,1,0
"1791",0,"female","35",0,1,0
"1792",12.5399362039845,"female","35",0,1,1
"1793",26.7301328092473,"female","35",0,0,1
"1855",0,"female","35",0,0,0
"1794",22.9401394939089,"female","35",0,0,1
"1856",6.96419413859206,"female","35",0,1,1
"1857",2.5,"female","35",0,1,1
"1795",2.5,"female","35",0,1,1
"1797",0,"female","35",0,0,0
"1859",8.84590300647707,"female","35",0,0,1
"1861",0,"female","35",0,0,0
"1799",0,"female","35",0,0,0
"1800",0,"female","35",0,0,0
"1863",1.11803398874989,"female","35",0,0,1
"1803",1.11803398874989,"female","35",0,0,1
"1865",0,"female","35",0,0,0
"1805",0,"female","35",0,0,0
"1807",0,"female","35",0,0,0
"1867",0,"female","35",0,0,0
"1869",0,"female","35",0,0,0
"1810",22.0056810846654,"female","35",0,0,1
"1812",36.1005540123694,"female","35",0,0,1
"1814",59.4243216200236,"female","35",0,0,1
"1816",13.6014705087354,"female","35",0,0,1
"1817",20.3531324370476,"female","35",0,0,1
"1819",11.0113577727726,"female","35",0,0,1
"1821",20.5243757517738,"female","35",0,0,1
"1871",0,"female","35",0,0,0
"1833",8.07774721070176,"female","35",0,0,1
"1836",0,"female","35",0,0,0
"1864",0,"female","35",0,0,0
"1840",0,"female","35",0,0,0
"1841",0,"female","35",0,0,0
"1826",0,"female","35",0,0,0
"1879",0,"female","35",0,0,0
"1827",4.27200187265877,"female","35",0,0,1
"1873",11.5,"female","35",0,0,1
"1848",0,"female","35",0,0,0
"1877",0,"female","35",0,0,0
"1866",0,"female","35",0,0,0
"1829",0,"female","35",0,0,0
"1853",0,"female","35",0,0,0
"1831",0,"female","35",0,0,0
"1834",0,"female","35",0,0,0
"1835",0,"female","35",0,0,0
"1888",0,"female","35",0,0,0
"1872",6.10327780786685,"female","35",0,0,1
"1860",8.60232526704263,"female","35",0,0,1
"1849",6.18465843842649,"female","35",0,0,1
"1851",0,"female","35",0,0,0
"1837",6.18465843842649,"female","35",0,0,1
"1875",0,"female","35",0,0,0
"1839",0,"female","35",0,0,0
"1868",0,"female","35",0,0,0
"1830",0,"female","35",0,0,0
"1832",0,"female","35",0,0,0
"1842",0,"female","35",0,0,0
"1874",0,"female","35",0,0,0
"1876",0,"female","35",0,0,0
"1796",0,"female","35",0,0,0
"1852",0,"female","35",0,0,0
"1838",0,"female","35",0,0,0
"1850",0,"female","35",0,0,0
"1847",0,"female","35",0,0,0
"1798",0,"female","35",0,0,0
"1843",0,"female","35",0,0,0
"1846",0,"female","35",0,0,0
"1845",0,"female","35",0,0,0
"1917",20.5060966544099,"male","39",0,0,1
"1940",0,"male","39",0,0,0
"1942",0,"male","39",0,0,0
"1919",0,"male","39",0,0,0
"1922",0,"male","39",0,0,0
"1944",4.74341649025257,"male","39",0,0,1
"1923",61.9213210453395,"male","39",0,0,1
"1900",64.0175757116747,"male","39",0,0,1
"1938",0,"male","39",0,0,0
"1927",0,"male","39",0,0,0
"1948",0,"male","39",0,0,0
"1929",0,"male","39",0,0,0
"1950",0,"male","39",0,0,0
"1930",0,"male","39",0,0,0
"1932",0,"male","39",0,0,0
"1934",87.8208403512515,"male","39",0,0,1
"1936",70.2922470831599,"male","39",0,0,1
"1939",44.1955880150949,"male","39",0,1,1
"1941",20.5243757517738,"male","39",0,0,1
"1943",3.60555127546399,"male","39",0,1,1
"1925",0,"male","39",0,1,0
"1914",0,"male","39",0,1,0
"1896",0,"male","39",0,1,0
"1904",0,"male","39",0,1,0
"1905",0,"male","39",0,1,0
"1908",0,"male","39",0,1,0
"1945",3.64005494464026,"male","39",0,1,1
"1946",3.64005494464026,"male","39",0,1,1
"1924",7.28010988928052,"male","39",0,0,1
"1949",28.6094390018399,"male","39",0,1,1
"1898",18.8215302247187,"male","39",1,0,1
"1913",0,"male","39",1,0,0
"1902",0,"male","39",1,0,0
"1931",0,"male","39",1,0,0
"1910",0,"male","39",1,0,0
"1907",0,"male","39",1,0,0
"1893",0,"male","39",1,0,0
"1899",0,"male","39",1,0,0
"1916",0,"male","39",1,0,0
"1935",0,"male","39",1,0,0
"1937",0,"male","39",1,0,0
"1912",0,"male","39",1,0,0
"1901",0,"male","39",1,0,0
"1903",0,"male","39",1,0,0
"1894",0,"male","39",1,0,0
"1906",2.06155281280883,"male","39",1,0,1
"1897",1.4142135623731,"male","39",1,0,1
"1947",0,"male","39",1,0,0
"1909",0,"male","39",1,0,0
"1911",1.80277563773199,"male","39",1,0,1
"1921",1.80277563773199,"male","39",1,0,1
"1926",0,"male","39",1,0,0
"1915",0,"male","39",1,0,0
"1918",0,"male","39",1,0,0
"1895",0,"male","39",1,0,0
"1928",0,"male","39",1,0,0
"1881",28.0401497856199,"female","35",0,0,1
"1801",2.06155281280883,"female","35",0,0,1
"1884",0,"female","35",0,0,0
"1804",0,"female","35",0,0,0
"1892",0,"female","35",0,0,0
"1806",2.23606797749979,"female","35",0,0,1
"1862",0,"female","35",0,0,0
"1808",0,"female","35",0,0,0
"1809",0,"female","35",0,0,0
"1878",0,"female","35",0,0,0
"1811",0,"female","35",0,0,0
"1813",0,"female","35",0,0,0
"1882",2.23606797749979,"female","35",0,0,1
"1815",2.23606797749979,"female","35",0,0,1
"1889",0,"female","35",0,0,0
"1886",0,"female","35",0,0,0
"1818",0,"female","35",0,0,0
"1883",0,"female","35",0,0,0
"1820",0,"female","35",0,0,0
"1885",2.23606797749979,"female","35",0,0,1
"1822",0,"female","35",0,0,0
"1887",0,"female","35",0,0,0
"1824",0,"female","35",0,0,0
"1825",0,"female","35",0,0,0
"1890",0,"female","35",0,0,0
"1891",0,"female","35",0,0,0
